Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Sales,Profit after tax,OPM,Dividend yield,Price to book value,Return on equity,Earnings yield,Sales growth,Profit growth,EVEBITDA,Sales growth 3Years,PEG Ratio
Advit Jewels,544803,RAMBHAJO,INE1SJO01012,Consumer Durables,"Gems, Jewellery And Watches",268.68,1230.82,33.60,166.65,34.38,29.56,0.00,,45.62,3.69,33.39,35.51,26.46,52.92,0.69
Aegeus Technolog,544858,,INE0WR901013,Commercial Services & Supplies,Diversified Commercial Services,124.50,104.26,25.94,40.92,4.02,16.72,0.00,,29.98,5.84,87.45,189.21,16.27,,
Aegis Logistics,500003,AEGISLOG,INE208C01025,Gas,Trading - Gas,1270.20,44584.02,35.63,8970.66,1251.27,21.46,0.68,7.36,16.27,4.68,30.35,88.67,19.40,-1.15,1.48
Aegis Vopak Term,544407,AEGISVOPAK,INE0INX01018,Oil,Oil Storage & Transportation,284.50,31522.36,116.40,904.26,270.81,74.60,0.07,7.35,11.02,1.35,26.06,42.89,50.72,37.73,0.08
Aelea Commoditi.,544213,,INE0T3401029,Agricultural Food & other Products,Other Agricultural Products,160.05,326.00,15.30,381.50,21.31,10.50,0.00,2.59,18.69,8.51,109.45,695.15,10.69,51.85,0.12
Aeonx Digital,524594,,INE994D01010,IT - Services,IT Enabled Services,105.25,48.78,,55.47,-0.71,-8.09,0.95,0.94,-0.25,-3.13,24.43,-118.07,122.43,28.86,
Aequs,544634,AEQUS,INE947N01017,Aerospace & Defense,Aerospace & Defense,242.18,16242.18,,1370.41,-164.05,5.58,0.00,10.93,-9.96,-0.06,33.08,-73.70,111.08,14.85,
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,537.45,7112.12,105.91,502.98,67.15,23.41,0.07,15.90,14.07,1.30,35.64,42.06,59.07,17.93,5.40
Aeroflex Enter.,511076,AEROENTER,INE065D01027,Industrial Products,Iron & Steel Products,141.81,1604.78,10.56,752.35,151.90,16.02,0.28,1.94,8.41,16.72,27.43,202.54,5.25,14.37,0.61
Aeroflex Neu,543743,AERONEU,INE035801013,Industrial Products,Packaging,80.57,207.84,1154.67,127.70,0.18,2.92,0.00,2.04,1.60,2.24,-1.64,-74.65,26.90,10.53,-47.67
Aeron Composites,,AERON,INE0WL801011,Industrial Products,Other Industrial Products,83.00,141.27,15.94,221.84,8.86,8.67,0.00,1.29,8.41,9.18,3.03,-33.48,7.61,7.34,1.55
Aerpace Indus,534733,,INE175N01023,Industrial Products,Iron & Steel Products,39.96,614.82,,0.00,-17.57,,0.00,16.35,-35.16,-2.66,,-131.49,-43.65,,
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,69.80,120.20,16.86,118.21,7.13,10.19,0.00,2.39,15.06,8.02,78.46,30.59,11.01,43.49,0.20
Aether Industri.,543534,AETHER,INE0BWX01014,Chemicals & Petrochemicals,Specialty Chemicals,1625.60,21576.31,89.93,1230.56,239.93,31.34,0.00,8.78,9.66,1.53,34.44,30.35,53.50,21.23,4.42
Afcom Holdings,544224,,INE0OXY01013,Transport Services,Logistics Solution Provider,1630.65,4714.80,32.13,640.40,146.74,38.60,0.00,6.79,36.01,4.15,144.27,160.47,19.41,90.66,0.29
Afcons Infrastr.,544280,AFCONS,INE101I01011,Construction,Civil Construction,292.80,10768.73,52.56,11249.00,204.90,9.19,0.68,1.98,5.61,7.52,-11.87,-61.53,9.55,-1.85,-4.77
Affle 3i,542752,AFFLE,INE00WC01027,IT - Services,IT Enabled Services,1616.50,22778.80,47.68,2835.73,477.78,22.50,0.00,6.23,13.79,2.75,19.78,19.21,29.69,23.63,2.08
Affordable Robo.,541402,AFFORDABLE,INE692Z01013,Industrial Manufacturing,Industrial Products,157.47,186.62,32.34,99.69,5.77,13.27,0.00,1.50,6.06,5.32,-44.40,141.42,15.92,-0.26,2.04
AG Ventures,506579,,INE321D01016,Chemicals & Petrochemicals,Commodity Chemicals,131.25,131.12,5.79,135.36,22.64,22.75,0.00,0.48,1.85,20.29,22.51,271.15,4.34,-41.44,-0.11
Agarwal Float,,AGARWALFT,INE0MLA01012,Industrial Products,Glass - Industrial,28.60,20.72,14.10,65.06,1.47,5.73,0.00,1.04,7.64,9.85,-9.71,-52.12,9.89,10.52,-0.84
Agarwal Indl.,531921,AGARIND,INE204E01012,Chemicals & Petrochemicals,Petrochemicals,450.80,674.30,16.49,1491.93,40.89,7.44,0.73,0.98,6.21,8.14,-34.70,-54.42,7.27,-6.40,-0.70
Agarwal Toughene,,AGARWALTUF,INE0P8X01016,Industrial Products,Glass - Industrial,140.60,248.50,11.50,94.92,21.60,29.56,0.00,2.15,20.57,11.74,71.61,42.39,7.91,33.44,0.06
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,735.25,4756.87,12.93,2762.93,368.03,22.74,0.95,1.98,15.80,10.66,4.26,5.74,7.03,5.32,1.20
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",283.70,3546.18,34.64,357.36,102.37,37.15,0.04,7.63,24.98,3.33,3.93,41.67,25.30,13.68,1.36
Agni Green,,AGNI,INE0LF301013,Construction,Civil Construction,15.25,29.79,21.43,38.61,1.39,10.02,0.00,0.92,4.36,8.78,-6.04,120.63,10.80,20.59,0.49
Agri-Tech India,537292,AGRITECH,INE449G01018,Agricultural Food & other Products,Other Agricultural Products,101.21,60.12,,0.36,-1.04,-269.44,0.00,0.61,-0.94,-1.75,63.64,-85.71,-61.91,6.78,
Agribio Spirits,539546,,INE679E01015,Beverages,Breweries & Distilleries,330.40,359.62,83.83,38.27,4.29,-1.36,0.09,5.01,5.83,1.21,53.14,6.72,80.05,34.54,4.69
Agro Phos India,,AGROPHOS,INE740V01019,Fertilizers & Agrochemicals,Fertilizers,25.77,52.25,7.41,147.95,7.05,10.96,3.88,0.74,10.37,18.27,23.42,39.88,4.82,4.13,0.61
AGS Transact,543451,AGSTRA,INE583L01014,Financial Technology (Fintech),Financial Technology (Fintech),1.99,25.56,,1250.26,-169.69,4.55,0.00,0.05,-16.31,-9.83,-19.14,-86.47,10.16,-5.79,
Ahasolar Technol,543941,,INE0NEV01011,Retailing,E-Retail/ E-Commerce,76.01,23.43,111.57,91.97,0.21,0.67,0.00,1.57,1.41,2.06,58.60,121.88,27.31,,
Ahimsa Industrie,,AHIMSA,INE136T01014,Industrial Products,Plastic Products - Industrial,25.75,14.10,,0.05,-0.50,-920.00,0.00,1.74,-6.00,-3.52,-99.48,86.56,-30.28,-86.48,
Ahlada Engineers,,AHLADA,INE00PV01013,Consumer Durables,"Furniture, Home Furnishing",37.29,48.18,,97.54,-0.35,13.28,4.29,0.35,0.13,4.34,-47.40,-107.29,6.45,-13.93,
Ahluwalia Contr.,532811,AHLUCONT,INE758C01029,Construction,Civil Construction,599.05,4012.89,17.83,4686.13,225.04,8.43,0.12,1.95,13.77,10.98,12.00,1.18,6.98,17.16,1.58
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,164.40,248.11,14.79,217.32,16.78,10.59,0.00,1.88,16.80,8.95,1.29,19.26,10.92,364.35,0.07
AI Champ.Inds.,532806,,INE768E01024,"Paper, Forest & Jute Products",Jute & Jute Products,19.06,58.62,12.77,189.54,4.59,4.59,0.00,,,5.26,64.85,107.79,13.26,64.64,0.47
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4231.20,39485.71,31.12,4548.94,1268.78,27.65,0.38,4.92,16.99,4.16,5.63,14.70,22.46,-3.44,4.69
Aik Pipes & Poly,544072,,INE0QFT01015,Industrial Products,Plastic Products - Industrial,32.65,20.78,230.89,9.45,0.09,9.84,0.00,0.91,0.39,3.08,-62.35,-92.97,21.23,-32.32,-3.64
Aimco Pesticides,524288,,INE008B01013,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,45.48,44.49,,128.59,-10.10,-6.37,0.00,2.52,-51.83,-19.05,-37.96,-40.47,-7.65,-9.17,
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1582.60,3298.35,71.75,301.16,45.97,20.41,0.00,13.90,23.60,1.88,89.21,79.36,48.23,,
Aion-Tech Soluti,531439,GOLDTECH,INE805A01014,IT - Software,Software Products,47.04,245.84,,142.81,-1.31,10.18,0.00,0.80,-0.92,-0.05,58.08,81.70,16.63,13.25,
Airan,543811,AIRAN,INE645W01026,IT - Services,IT Enabled Services,15.44,193.03,12.84,102.11,15.03,12.12,0.00,1.36,8.12,10.13,8.52,792.63,8.05,5.54,1.76
Airfloa Rail,544516,,INE0XBS01012,Industrial Manufacturing,Industrial Products,487.20,1167.82,29.83,319.60,39.15,20.11,0.00,4.93,22.68,5.01,66.12,53.53,18.89,49.75,0.15
Airo Lam,,AIROLAM,INE801L01010,Consumer Durables,Plywood Boards/ Laminates,86.46,129.71,23.54,243.22,5.51,7.96,0.00,1.65,7.26,7.48,15.49,104.07,10.15,7.08,-2.51
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3464.80,43295.80,38.15,5776.17,1134.88,25.40,0.92,9.56,27.14,3.47,20.19,22.04,25.81,13.37,1.60
Ajanta Soya,519216,,INE601B01023,Agricultural Food & other Products,Edible Oil,23.83,191.79,13.29,1326.00,14.43,1.71,0.00,1.14,5.13,13.25,-3.20,-41.22,6.67,1.89,0.15
Ajax Engineering,544356,AJAXENGG,INE274Y01021,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,582.45,6663.89,28.95,2110.62,230.17,12.49,0.00,4.79,17.85,4.74,1.89,-6.43,20.41,22.24,1.55
AJC Jewel,544425,,INE0XRR01010,Consumer Durables,"Gems, Jewellery And Watches",211.85,128.56,12.89,347.93,9.97,4.99,0.00,3.54,31.44,10.17,32.34,177.51,9.58,14.53,0.22
Ajcon Global,511692,,INE759C01027,Finance,Other Financial Services,6.45,39.45,157.80,36.83,0.25,3.83,0.00,1.55,0.84,2.62,140.88,-37.50,29.58,61.74,-5.79
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",117.76,2317.47,14.99,1148.89,154.57,27.09,0.85,1.66,11.49,10.75,43.14,16.39,9.16,36.25,0.54
Ajooni Biotech,,AJOONI,INE820Y01021,Food Products,Animal Feed,3.71,63.90,16.14,214.60,3.96,3.36,0.00,0.70,4.82,7.99,78.40,7.90,8.78,34.79,0.28
Ajwa Fun World,526628,,INE863E01015,Leisure Services,Amusement Parks/ Other Recreation,36.60,23.39,0.43,0.47,54.13,-91.49,0.00,0.49,-43.39,233.15,-59.48,11377.08,0.43,,
Akanksha Power,,AKANKSHA,INE0PCY01014,Electrical Equipment,Other Electrical Equipment,136.70,267.67,46.15,91.62,5.80,12.43,0.00,3.73,8.41,3.71,16.36,32.73,24.11,25.74,1.81
Akar Auto Indust,530621,,INE864E01021,Auto Components,Auto Components & Equipments,91.67,98.89,210.40,328.76,0.47,6.40,0.65,1.95,2.36,8.73,-11.77,-93.02,8.54,-2.32,-4.75
Akash InfraProj.,,AKASH,INE737W01013,Construction,Civil Construction,25.60,43.17,43.17,99.68,1.00,6.92,0.00,0.51,1.05,5.15,54.52,38.89,16.54,9.83,-3.17
AKG Exim,,AKG,INE00Y801016,Commercial Services & Supplies,Trading & Distributors,9.59,30.47,82.35,78.53,0.37,0.53,0.00,0.57,0.68,3.23,-35.36,-43.94,28.75,-26.71,-1.71
AKI India,542020,AKI,INE642Z01026,Consumer Durables,Leather And Leather Products,7.22,74.51,24.59,118.70,3.03,-2.25,0.00,0.74,2.33,6.62,52.47,126.12,11.28,15.19,1.33
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,416.15,448.18,23.17,211.32,19.34,14.69,0.00,7.47,29.43,6.50,126.09,107.44,14.51,,
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),9.22,405.45,9.16,158.96,44.27,75.31,0.00,0.93,10.50,14.64,40.30,29.33,6.77,28.90,0.21
Aksh Optifibre,532351,AKSHOPTFBR,INE523B01011,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,7.43,120.88,,148.78,-7.18,8.42,0.00,,,1.82,29.39,74.04,13.68,-23.69,
Akshar Spintex,541303,AKSHAR,INE256Z01025,Textiles & Apparels,Other Textile Products,0.42,33.07,,121.02,-5.56,-1.60,0.00,0.41,-8.74,-13.54,14.25,11.89,18.89,-4.71,
AksharChem (I),524598,AKSHARCHEM,INE542B01011,Chemicals & Petrochemicals,Dyes And Pigments,444.85,357.35,28.91,416.34,12.36,7.97,0.11,1.37,-0.81,3.55,16.52,185.45,13.90,3.63,
Akums Drugs,544222,AKUMS,INE09XN01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,765.75,12052.44,39.51,4501.62,305.07,12.61,0.13,3.64,8.45,5.14,9.18,-7.42,15.04,6.05,1.38
Alacrity Sec.,535916,,INE030P01017,Finance,Other Financial Services,41.83,195.18,19.98,451.23,9.77,2.84,0.00,2.12,6.42,7.11,-18.38,-14.07,13.39,25.48,0.82
Alan Scott Ente.,539115,,INE273F01022,Entertainment,"Film Production, Distribution & Exhibition",274.80,183.31,,34.54,-2.98,1.24,0.00,16.37,-45.78,-1.37,8.01,-178.50,144.96,89.48,
Alankit,531082,ALANKIT,INE914E01040,Commercial Services & Supplies,Diversified Commercial Services,8.14,220.72,11.53,330.37,19.15,6.08,0.00,0.70,3.84,13.64,0.14,-3.26,4.88,3.29,-0.69
Albert David,524075,ALBERTDAVD,INE155C01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,860.25,491.20,21.76,364.37,22.57,7.35,0.58,1.25,-0.44,6.25,11.43,258.82,12.15,-0.83,
Alchemist Corp.,531409,,INE057D01016,Chemicals & Petrochemicals,Commodity Chemicals,35.21,17.29,,9.37,-0.01,3.84,0.00,38.45,-16.00,0.15,,96.88,55.67,,
Alcokraft Dist.,,ALCODIS,INE448V01019,Beverages,Breweries & Distilleries,68.40,70.11,7.82,136.41,8.97,14.51,0.00,0.67,8.89,13.55,22.69,0.00,6.23,4.82,-0.42
Alembic,506235,ALEMBICLTD,INE426A01027,Realty,"Residential, Commercial Projects",111.41,2860.81,8.92,238.98,320.64,36.13,2.15,1.17,13.02,5.18,8.21,1.31,17.74,23.55,0.55
Alembic Pharma,533573,APLLTD,INE901L01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,808.20,15886.23,21.29,7783.95,746.18,14.99,1.48,2.80,13.45,5.20,14.12,25.81,13.88,9.12,0.75
Alfa Ica (I),530973,,INE042C01010,Industrial Products,Plastic Products - Industrial,89.00,35.96,16.57,96.77,2.17,4.38,0.00,1.43,7.90,9.25,23.05,42.76,8.28,10.26,1.77
Alfa Transformer,517546,,INE209C01015,Electrical Equipment,Other Electrical Equipment,34.22,31.31,,43.17,-2.83,0.37,0.00,1.46,-7.15,-1.38,-8.09,-429.07,35.52,3.34,
Alfavision Overs,531156,,INE883B01027,Agricultural Food & other Products,Other Agricultural Products,12.99,40.95,409.50,1.24,0.10,10.48,0.00,0.97,0.33,0.05,-45.13,-28.57,1358.08,-59.88,-10.00
Alfred Herbert,505216,ALFREDHE,INE782D01027,Finance,Non Banking Financial Company (NBFC),2898.90,223.22,6.07,47.87,36.80,93.02,0.69,0.39,-24.78,25.69,205.88,249.15,3.83,154.17,
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,64.50,1813.07,40.53,258.84,44.73,26.58,0.00,13.47,27.69,3.83,15.86,135.42,24.58,159.59,0.30
Alicon Cast.,531147,ALICON,INE062D01024,Auto Components,Auto Components & Equipments,684.20,1122.90,30.23,1931.21,37.14,10.29,0.73,1.78,6.42,6.61,13.71,-2.13,7.14,8.22,-3.46
Alivus Life,543322,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1366.30,16774.26,26.98,2590.40,621.71,32.30,0.37,5.03,17.88,4.94,7.93,25.42,18.48,5.69,4.85
Alkali Metals,533029,ALKALI,INE773I01017,Chemicals & Petrochemicals,Specialty Chemicals,65.55,66.75,61.81,89.98,1.08,6.29,1.53,1.49,1.26,5.05,1.93,176.06,11.98,1.78,-1.45
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5190.00,62054.24,27.30,15081.28,2272.90,20.11,1.02,4.49,18.89,5.19,13.36,-0.05,17.17,8.25,0.87
Alkosign,543453,,INE0KA601012,Household Products,Stationary,65.60,70.80,56.19,26.70,1.26,13.93,0.00,2.51,4.12,2.61,-48.19,-66.22,20.05,7.69,0.83
Alkyl Amines,506767,ALKYLAMINE,INE150B01039,Chemicals & Petrochemicals,Specialty Chemicals,2020.90,10336.13,45.90,1658.33,225.20,20.60,0.49,6.74,12.27,2.99,5.11,20.63,27.05,-3.00,-5.71
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,137.25,277.17,10.90,140.98,25.44,16.11,1.09,1.64,17.08,25.68,0.06,-14.23,3.74,16.30,0.34
All Time Plastic,544479,ALLTIME,INE0GV601021,Consumer Durables,Houseware,206.08,1349.98,35.44,613.50,38.09,13.75,0.00,2.20,9.01,4.76,4.68,-20.53,14.21,11.24,3.18
Allcargo Global,544602,AGL,INE1YPB01014,Transport Services,Logistics Solution Provider,13.65,1341.50,,12757.85,-275.32,0.09,0.00,,-20.14,-7.23,-9.37,-1468.35,92.90,,
Allcargo Logist.,532749,ALLCARGO,INE418H01029,Transport Services,Logistics Solution Provider,12.44,1863.24,40.51,2113.00,46.00,12.02,8.84,3.25,0.88,3.71,5.33,43.75,8.22,-51.51,-0.51
Allcargo Termi,543954,ATL,INE0NN701020,Transport Infrastructure,Port & Port services,25.31,673.78,15.97,847.96,42.20,20.57,0.00,2.10,12.80,8.03,12.25,31.18,7.61,5.16,-1.38
Alldigi Tech,532633,ALLDIGI,INE835G01018,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),805.85,1227.98,13.32,605.05,92.17,27.59,7.45,4.89,31.48,8.79,7.87,38.64,7.43,15.31,0.67
Alliance Integ.,534064,,INE123D01024,Industrial Products,Iron & Steel Products,2.52,99.53,,82.26,-97.64,6.72,0.00,,,-6.81,-1.64,-28.34,57.09,8.80,
Allied Blenders,544203,ABDL,INE552Z01027,Beverages,Breweries & Distilleries,609.95,17060.92,76.49,3978.87,223.06,13.72,0.89,10.26,14.29,2.68,7.97,-7.15,31.70,7.63,0.18
Allied Digital,532875,ADSL,INE102I01027,IT - Services,IT Enabled Services,104.13,589.90,15.16,1009.38,38.90,5.95,1.44,0.96,4.82,10.50,19.18,7.64,7.17,13.61,-0.83
Almondz Global,531400,ALMONDZ,INE326B01035,Capital Markets,Stockbroking & Allied,17.89,312.90,9.17,202.37,34.12,14.41,0.00,1.15,11.25,11.81,33.47,88.20,7.46,35.67,0.41
Alok Industries,521070,ALOKINDS,INE270A01029,Textiles & Apparels,Other Textile Products,7.83,3887.78,,3775.41,-733.19,1.72,0.00,,,-0.42,3.86,18.60,217.39,-19.00,
Alpa Laboratorie,532878,ALPA,INE385I01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,62.71,131.95,32.50,110.64,4.06,-0.99,0.00,0.71,8.39,4.73,0.47,-84.53,15.52,4.46,5.38
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,889.30,2271.54,11.32,2346.38,200.73,14.12,0.00,4.04,51.96,11.74,116.51,60.98,7.77,125.19,0.04
Alphageo (India),526397,ALPHAGEO,INE137C01018,Oil,Offshore Support Solution Drilling,323.85,206.12,,153.46,-0.45,5.78,1.54,0.81,-5.48,0.37,8.64,95.03,5.94,19.37,
Alphalogic Indu,543937,,INE0NZF01019,Industrial Products,Other Industrial Products,139.10,141.73,26.29,45.08,5.39,12.71,0.00,4.95,21.30,5.25,-27.72,83.96,18.34,35.78,0.75
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,39.98,250.32,48.99,49.23,5.11,18.16,0.00,4.81,10.07,3.67,-24.91,7.58,26.09,31.52,3.60
Alpine Housing,526519,,INE840D01015,Realty,"Residential, Commercial Projects",118.90,205.96,27.57,75.22,7.47,16.64,0.00,2.30,6.99,5.55,15.81,44.49,15.82,16.70,0.77
Alpine Texworld,544825,ALPINETEX,INE1JCQ01037,Textiles & Apparels,Other Textile Products,57.76,220.91,10.29,342.71,21.46,13.87,0.00,,34.61,10.61,44.41,150.12,7.25,,
Altius Telecom,543225,,INE0BWS23018,Telecom - Services,Telecom - Infrastructure,178.00,54243.72,42.87,24160.10,1265.19,41.60,8.84,4.73,8.07,5.54,9.79,53.56,10.16,29.61,2.78
Alufluoride,524634,ALUFLUOR,INE058F01019,Chemicals & Petrochemicals,Commodity Chemicals,499.05,390.28,15.82,191.59,24.67,22.18,0.80,3.10,21.79,8.34,-3.52,28.09,9.41,15.32,0.73
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",49.20,122.25,11.62,138.56,10.52,11.88,0.00,1.74,16.20,10.14,26.87,32.83,8.91,41.39,0.21
Amagi Media Labs,544679,AMAGI,INE121R01077,IT - Services,IT Enabled Services,563.30,12399.70,122.00,1612.42,101.64,5.05,0.00,6.94,10.30,1.13,29.50,204.31,75.13,30.30,4.03
Amal,506597,AMAL,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,743.20,918.79,30.93,288.87,29.71,14.24,0.20,7.63,20.39,4.34,78.18,-22.33,18.68,57.51,0.62
Amalgamated Elec,501622,,INE492N01022,Commercial Services & Supplies,Diversified Commercial Services,139.90,38.84,,0.00,-0.50,,0.00,,,-1.26,,-455.56,-84.76,,
Amanta Healthcar,544502,AMANTA,INE084K01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,194.03,753.41,49.11,291.17,15.34,20.44,0.00,3.42,10.34,4.84,7.08,-4.18,14.47,3.55,0.43
Amara Raja Ener.,500008,ARE&M,INE885A01032,Auto Components,Auto Components & Equipments,864.20,15817.05,20.16,14240.38,784.63,10.99,1.23,1.94,8.26,6.84,12.81,-6.15,9.69,9.25,-3.48
Amarjothi Spg.,521097,AMARJOTHI,INE484D01012,Textiles & Apparels,Other Textile Products,160.94,108.63,8.43,245.23,12.88,12.47,1.37,0.54,4.84,14.94,20.28,-0.16,4.98,1.84,-3.21
Amba Auto Sales,,AMBAAUTO,INE293601014,Automobiles,Auto Dealer,110.50,202.48,14.43,268.68,14.03,10.42,0.00,,63.83,10.01,10.87,80.33,9.27,33.49,0.08
Amba Enterprises,539196,,INE829P01020,Electrical Equipment,Other Electrical Equipment,116.90,148.00,16.76,401.15,8.83,3.04,0.64,2.97,17.71,8.95,17.84,20.46,10.63,21.36,0.83
Ambalal Sarabhai,500009,AMBALALSA,INE432A01017,Pharmaceuticals & Biotechnology,Pharmaceuticals,43.73,335.12,23.53,205.50,14.24,7.15,0.00,2.12,12.38,5.41,4.94,-24.26,15.16,5.90,1.41
Ambani Orgochem,,AMBANIORGO,INE00C501018,Chemicals & Petrochemicals,Specialty Chemicals,110.00,95.02,69.87,243.65,1.36,6.67,0.00,1.51,2.54,8.26,26.55,2042.86,9.29,22.52,-6.26
Ambar Protein,519471,,INE072V01017,Agricultural Food & other Products,Edible Oil,233.30,134.15,13.39,496.83,10.02,3.14,0.00,3.21,18.38,9.45,11.43,14.65,9.68,13.21,0.37
Amber Enterp.,540902,AMBER,INE371P01015,Consumer Durables,Household Appliances,7474.00,26359.13,127.75,12625.07,206.33,7.32,0.00,6.02,5.99,2.42,14.56,-24.97,26.93,20.72,16.51
Ambica Agarbat.,532335,AMBICAAGAR,INE792B01012,Household Products,Household Products,27.21,46.74,13.67,135.59,3.42,7.55,0.00,0.41,3.11,11.62,3.70,570.59,7.51,6.36,1.26
Ambika Cotton,531978,AMBIKCO,INE540G01014,Textiles & Apparels,Other Textile Products,1639.10,938.38,11.54,846.89,81.34,14.96,2.26,0.98,7.70,15.72,23.64,35.27,5.42,-2.69,-0.83
Ambo Agritec,543678,,INE0N6V01016,Agricultural Food & other Products,Edible Oil,10.44,20.72,38.37,130.42,0.54,2.85,0.00,0.38,1.12,7.96,9.17,-56.10,11.89,,
Ambuja Cements,500425,AMBUJACEM,INE079A01024,Cement & Cement Products,Cement & Cement Products,405.00,100635.10,21.37,39867.14,4708.12,15.47,0.49,1.69,8.85,3.23,7.07,3.82,14.50,1.45,1.00
Amco India,530133,,INE924B01011,Industrial Products,"Aluminium, Copper & Zinc Products",64.04,26.32,18.80,123.89,1.40,2.03,0.00,0.70,0.88,8.01,14.82,10.24,9.06,-8.57,-1.39
AMD Industries,532828,AMDIND,INE005I01014,Industrial Products,Packaging,60.32,115.61,31.08,317.56,3.72,7.99,0.00,0.75,-2.64,7.56,18.64,397.60,6.17,-6.92,
Ameenji Rubber,544555,,INE14QA01016,Industrial Products,Rubber,208.00,234.62,37.01,123.25,6.34,15.64,0.00,4.29,16.50,5.78,31.05,-21.05,12.99,,
Ameya Precision,,AMEYA,INE0KT901015,Industrial Products,Other Industrial Products,107.15,80.36,14.77,40.13,5.44,18.99,0.00,2.43,18.00,10.04,4.21,36.00,8.62,12.12,0.34
Amiable Logistic,,AMIABLE,INE0MTP01013,Transport Services,Logistics Solution Provider,77.00,13.46,14.02,19.02,0.96,2.10,0.00,1.35,10.12,9.91,-15.58,24.68,8.39,-13.57,-3.64
Amic Forging,544037,,INE0P9J01013,Industrial Products,Castings & Forgings,2152.95,2486.41,87.95,141.78,28.27,30.16,0.00,10.90,16.79,1.62,17.79,37.23,56.75,7.02,2.06
Amin Tannery,541771,,INE572Z01017,Consumer Durables,Leather And Leather Products,2.44,26.35,109.79,35.90,0.24,5.68,0.00,2.00,1.69,3.94,-15.94,-20.00,19.26,-12.88,-7.25
Amines & Plast.,506248,AMNPLST,INE275D01022,Chemicals & Petrochemicals,Commodity Chemicals,172.89,951.24,24.66,581.27,38.57,10.62,0.29,3.25,13.26,6.15,-12.40,-3.04,14.79,-1.49,1.46
Amit Securities,531557,,INE137E01014,Finance,Non Banking Financial Company (NBFC),41.80,29.68,49.47,2.56,0.60,2.34,0.00,1.80,3.34,0.47,16.36,-30.23,210.79,5.95,5.66
AMJ Land Holdin.,500343,AMJLAND,INE606A01024,Realty,"Residential, Commercial Projects",39.47,161.83,11.10,52.54,14.58,25.54,0.51,0.76,3.42,13.61,-20.73,-27.06,6.76,14.11,1.46
Amkay Products,544169,,INE0QSB01016,Healthcare Equipment & Supplies,Medical Equipment & Supplies,49.00,42.41,18.36,42.03,2.31,9.16,0.00,1.61,9.16,8.43,9.48,-8.33,9.55,14.69,0.87
AMPL Capital,539598,,INE727C01024,Finance,Non Banking Financial Company (NBFC),29.17,179.28,7.61,45.67,23.55,71.08,0.00,1.31,23.60,13.78,270.40,640.57,7.02,30.81,0.14
Ampvolts,535719,,INE989J01017,Power,Power Distribution,27.39,70.42,23.71,32.62,2.97,22.32,0.00,1.39,3.10,6.56,1028.72,531.91,10.41,782.80,0.28
Amrapali Capital,536737,,INE218P01018,Finance,Non Banking Financial Company (NBFC),57.36,56.10,11.54,8269.60,4.86,0.05,0.00,0.63,5.63,12.79,17121.16,322.61,7.40,720.15,0.12
Amrapali Fincap,539265,,INE990S01016,Finance,Investment Company,23.70,31.85,40.83,19.49,0.78,-3.95,0.00,0.21,0.52,1.92,-28.74,143.75,44.15,-44.81,4.19
Amrapali Inds.,526241,,INE762C01021,Commercial Services & Supplies,Trading & Distributors,34.14,175.52,10.89,52101.03,16.12,0.06,0.00,3.85,32.03,10.46,89.74,810.73,9.06,18.54,0.05
